stopping_method,dataset,simulation,sim_key,ranker,records_seen,records_total,proportion_screened,never_stopped,achieved_recall,target_recall,confidence_level,overshot_target,cost_of_overshoot (prop),stopped_at_final_batch,stopped_at_target_recall_batch
CurveFitting,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,1704,1704,1.0,True,1.0,0.8,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,1704,1704,1.0,True,1.0,0.9,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,1704,1704,1.0,True,1.0,0.95,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,1704,1704,1.0,True,1.0,0.99,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,1704,1704,1.0,True,1.0,0.8,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,1704,1704,1.0,True,1.0,0.9,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,1704,1704,1.0,True,1.0,0.95,default,False,0.0,False,False
CurveFitting,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,1704,1704,1.0,True,1.0,0.99,default,False,0.0,False,False
HEURISTIC_FIX,generic-review-1253,2,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,500,6731,0.0742831674342594,False,0.6171875,0.95,default,False,0.0,False,False
HEURISTIC_FIX,generic-review-1253,3,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,500,6731,0.0742831674342594,False,0.5625,0.95,default,False,0.0,False,False
HEURISTIC_FIX,synergy-Bos_2018,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_1-5000-b697a000de474533bb491f638ece2405a0c389d5,SVMRanker,100,5746,0.01740341106856944,False,0.09090909090909091,0.95,default,False,0.0,False,False
HEURISTIC_FIX,synergy-Cohen_2006_Antihistamines,1,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-abc01d688811c4d5fa448116b64a3d48cbb5ed64,RegressionRanker,310,310,1.0,True,1.0,0.95,default,False,0.0,False,False
HEURISTIC_FIX,synergy-Kitchenham_2010,1,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,400,1704,0.2347417840375587,False,0.6444444444444445,0.95,default,False,0.0,False,False
HEURISTIC_FIX,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,400,1704,0.2347417840375587,False,0.5555555555555556,0.95,default,False,0.0,False,False
HEURISTIC_FIX,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,600,1704,0.352112676056338,False,0.8,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,generic-review-1253,2,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,500,6731,0.0742831674342594,False,0.6171875,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,generic-review-1253,3,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,500,6731,0.0742831674342594,False,0.5625,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,synergy-Bos_2018,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_1-5000-b697a000de474533bb491f638ece2405a0c389d5,SVMRanker,100,5746,0.01740341106856944,False,0.09090909090909091,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,synergy-Cohen_2006_Antihistamines,1,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-abc01d688811c4d5fa448116b64a3d48cbb5ed64,RegressionRanker,100,310,0.3225806451612903,False,0.25,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,synergy-Kitchenham_2010,1,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,300,1704,0.176056338028169,False,0.6,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,200,1704,0.11737089201877934,False,0.28888888888888886,0.95,default,False,0.0,False,False
HEURISTIC_FRAC,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,200,1704,0.11737089201877934,False,0.26666666666666666,0.95,default,False,0.0,False,False
KNEE,generic-review-1253,2,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,100,6731,0.01485663348685188,False,0.046875,0.95,default,False,0.0,False,False
KNEE,generic-review-1253,3,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fa7ecade831f941a4d59cd4f893f7b9d85ce6db8,RegressionRanker,100,6731,0.01485663348685188,False,0.0390625,0.95,default,False,0.0,False,False
KNEE,synergy-Bos_2018,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_1-5000-b697a000de474533bb491f638ece2405a0c389d5,SVMRanker,100,5746,0.01740341106856944,False,0.09090909090909091,0.95,default,False,0.0,False,False
KNEE,synergy-Cohen_2006_Antihistamines,1,logreg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-abc01d688811c4d5fa448116b64a3d48cbb5ed64,RegressionRanker,100,310,0.3225806451612903,False,0.25,0.95,default,False,0.0,False,False
KNEE,synergy-Kitchenham_2010,1,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,100,1704,0.05868544600938967,False,0.1111111111111111,0.95,default,False,0.0,False,False
KNEE,synergy-Kitchenham_2010,2,svm-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-fe015d87b31c9913a9d5959a5f7709c78f0f5767,SVMRanker,100,1704,0.05868544600938967,False,0.1111111111111111,0.95,default,False,0.0,False,False
KNEE,synergy-Kitchenham_2010,3,sdg-TrainMode.RESET-BatchStrategy.DYNAMIC-1_3-75000-54be4542635252f3cdcba3a6abda563c9c9dd1c6,SDGRanker,100,1704,0.05868544600938967,False,0.1111111111111111,0.95,default,False,0.0,False,False
